# i, x, y, z, vx, vy, vz
14617, 17, 9, 23, 8.05, 13.58, 8.22
14618, 18, 9, 23, 6.49, 13.32, 6.07
14619, 19, 9, 23, 5.14, 12.55, 3.75
14620, 20, 9, 23, 4.08, 11.56, 1.37
14621, 21, 9, 23, 3.35, 10.64, -0.55
14622, 22, 9, 23, 2.99, 10, -1.26
14623, 23, 9, 23, 2.9, 9.64, -0.99
14624, 24, 9, 23, 2.89, 9.3, -0.55
14625, 0, 10, 23, 3.25, -9.3, -0.34
14626, 1, 10, 23, 3.27, -9.46, -0.65
14627, 2, 10, 23, 3.41, -9.84, -1.02
14628, 3, 10, 23, 3.67, -10.7, 0
14629, 4, 10, 23, 4.09, -11.91, 2.23
14630, 5, 10, 23, 4.66, -13.16, 4.77
14631, 6, 10, 23, 5.38, -14.15, 7.21
14632, 7, 10, 23, 6.27, -14.61, 9.53
14633, 8, 10, 23, 7.31, -14.16, 11.71
14634, 9, 10, 23, 8.4, -12.49, 13.59
14635, 10, 10, 23, 9.41, -9.49, 14.89
14636, 11, 10, 23, 10.21, -5.27, 15.57
14637, 12, 10, 23, 10.58, -0.18, 15.78
14638, 13, 10, 23, 10.38, 4.96, 15.59
14639, 14, 10, 23, 9.65, 9.33, 14.86
14640, 15, 10, 23, 8.55, 12.5, 13.46
14641, 16, 10, 23, 7.26, 14.3, 11.52
14642, 17, 10, 23, 5.91, 14.82, 9.36
14643, 18, 10, 23, 4.66, 14.4, 7.11
14644, 19, 10, 23, 3.58, 13.41, 4.71
14645, 20, 10, 23, 2.71, 12.19, 2.21
14646, 21, 10, 23, 2.09, 11.03, -0.02
14647, 22, 10, 23, 1.77, 10.16, -1.18
14648, 23, 10, 23, 1.67, 9.68, -1.04
14649, 24, 10, 23, 1.66, 9.32, -0.59
14650, 0, 11, 23, 2.04, -9.32, -0.41
14651, 1, 11, 23, 2.06, -9.58, -0.8
14652, 2, 11, 23, 2.15, -10.1, -1.01
14653, 3, 11, 23, 2.28, -11.13, 0.37
14654, 4, 11, 23, 2.45, -12.48, 2.77
14655, 5, 11, 23, 2.68, -13.86, 5.35
14656, 6, 11, 23, 2.99, -14.99, 7.83
14657, 7, 11, 23, 3.4, -15.55, 10.21
14658, 8, 11, 23, 3.92, -15.14, 12.46
14659, 9, 11, 23, 4.49, -13.4, 14.34
14660, 10, 11, 23, 5.06, -10.22, 15.54
14661, 11, 11, 23, 5.55, -5.69, 16.06
14662, 12, 11, 23, 5.82, -0.13, 16.2
14663, 13, 11, 23, 5.72, 5.46, 16.1
14664, 14, 11, 23, 5.29, 10.09, 15.56
14665, 15, 11, 23, 4.64, 13.37, 14.29
14666, 16, 11, 23, 3.87, 15.19, 12.36
14667, 17, 11, 23, 3.08, 15.65, 10.11
14668, 18, 11, 23, 2.32, 15.1, 7.76
14669, 19, 11, 23, 1.64, 13.97, 5.31
14670, 20, 11, 23, 1.09, 12.6, 2.75
14671, 21, 11, 23, 0.69, 11.28, 0.37
14672, 22, 11, 23, 0.48, 10.25, -1.07
14673, 23, 11, 23, 0.42, 9.7, -1.02
14674, 24, 11, 23, 0.41, 9.33, -0.55
14675, 0, 12, 23, 0.82, -9.34, -0.48
14676, 1, 12, 23, 0.83, -9.67, -0.93
14677, 2, 12, 23, 0.84, -10.25, -1.01
14678, 3, 12, 23, 0.79, -11.33, 0.51
14679, 4, 12, 23, 0.68, -12.72, 2.95
14680, 5, 12, 23, 0.51, -14.14, 5.53
14681, 6, 12, 23, 0.33, -15.32, 8.02
14682, 7, 12, 23, 0.16, -15.92, 10.4
14683, 8, 12, 23, 0.02, -15.49, 12.68
14684, 9, 12, 23, -0.07, -13.7, 14.57
14685, 10, 12, 23, -0.11, -10.43, 15.74
14686, 11, 12, 23, -0.08, -5.74, 16.2
14687, 12, 12, 23, -0.01, 0.01, 16.27
14688, 13, 12, 23, 0.07, 5.75, 16.2
14689, 14, 12, 23, 0.1, 10.44, 15.74
14690, 15, 12, 23, 0.06, 13.7, 14.56
14691, 16, 12, 23, -0.03, 15.49, 12.67
14692, 17, 12, 23, -0.16, 15.91, 10.4
14693, 18, 12, 23, -0.33, 15.31, 8.01
14694, 19, 12, 23, -0.52, 14.13, 5.53
14695, 20, 12, 23, -0.68, 12.71, 2.94
14696, 21, 12, 23, -0.8, 11.31, 0.51
14697, 22, 12, 23, -0.84, 10.24, -1.01
14698, 23, 12, 23, -0.83, 9.67, -0.93
14699, 24, 12, 23, -0.82, 9.33, -0.48
14700, 0, 13, 23, -0.41, -9.34, -0.55
14701, 1, 13, 23, -0.42, -9.71, -1.02
14702, 2, 13, 23, -0.48, -10.26, -1.07
14703, 3, 13, 23, -0.7, -11.29, 0.37
14704, 4, 13, 23, -1.09, -12.61, 2.76
14705, 5, 13, 23, -1.65, -13.98, 5.31
14706, 6, 13, 23, -2.32, -15.11, 7.77
14707, 7, 13, 23, -3.09, -15.65, 10.12
14708, 8, 13, 23, -3.89, -15.19, 12.36
14709, 9, 13, 23, -4.65, -13.37, 14.29
14710, 10, 13, 23, -5.3, -10.08, 15.56
14711, 11, 13, 23, -5.74, -5.45, 16.1
14712, 12, 13, 23, -5.83, 0.14, 16.2
14713, 13, 13, 23, -5.56, 5.7, 16.06
14714, 14, 13, 23, -5.07, 10.23, 15.53
14715, 15, 13, 23, -4.5, 13.4, 14.33
14716, 16, 13, 23, -3.92, 15.13, 12.45
14717, 17, 13, 23, -3.41, 15.55, 10.2
14718, 18, 13, 23, -2.99, 14.98, 7.82
14719, 19, 13, 23, -2.68, 13.84, 5.34
14720, 20, 13, 23, -2.46, 12.47, 2.76
14721, 21, 13, 23, -2.28, 11.11, 0.37
14722, 22, 13, 23, -2.15, 10.09, -1.01
14723, 23, 13, 23, -2.06, 9.57, -0.8
14724, 24, 13, 23, -2.04, 9.31, -0.41
14725, 0, 14, 23, -1.66, -9.33, -0.59
14726, 1, 14, 23, -1.67, -9.69, -1.04
14727, 2, 14, 23, -1.77, -10.17, -1.18
14728, 3, 14, 23, -2.1, -11.04, -0.02
14729, 4, 14, 23, -2.72, -12.2, 2.21
14730, 5, 14, 23, -3.59, -13.42, 4.71
14731, 6, 14, 23, -4.67, -14.4, 7.11
14732, 7, 14, 23, -5.93, -14.82, 9.37
14733, 8, 14, 23, -7.27, -14.3, 11.53
14734, 9, 14, 23, -8.57, -12.5, 13.46
14735, 10, 14, 23, -9.66, -9.32, 14.86
14736, 11, 14, 23, -10.4, -4.95, 15.59
14737, 12, 14, 23, -10.59, 0.19, 15.77
14738, 13, 14, 23, -10.22, 5.28, 15.56
14739, 14, 14, 23, -9.42, 9.49, 14.88
14740, 15, 14, 23, -8.4, 12.49, 13.58
14741, 16, 14, 23, -7.31, 14.16, 11.71
14742, 17, 14, 23, -6.28, 14.6, 9.52
14743, 18, 14, 23, -5.38, 14.14, 7.2
14744, 19, 14, 23, -4.66, 13.14, 4.76
14745, 20, 14, 23, -4.1, 11.9, 2.22
14746, 21, 14, 23, -3.68, 10.69, -0.01
14747, 22, 14, 23, -3.41, 9.83, -1.02
14748, 23, 14, 23, -3.28, 9.45, -0.65
14749, 24, 14, 23, -3.25, 9.29, -0.34
14750, 0, 15, 23, -2.9, -9.31, -0.56
14751, 1, 15, 23, -2.9, -9.64, -0.99
14752, 2, 15, 23, -3, -10.01, -1.26
14753, 3, 15, 23, -3.36, -10.65, -0.55
14754, 4, 15, 23, -4.09, -11.57, 1.38
14755, 5, 15, 23, -5.15, -12.56, 3.75
14756, 6, 15, 23, -6.5, -13.33, 6.08
14757, 7, 15, 23, -8.06, -13.59, 8.23
14758, 8, 15, 23, -9.74, -12.99, 10.23
14759, 9, 15, 23, -11.37, -11.28, 12.07
14760, 10, 15, 23, -12.73, -8.36, 13.52
14761, 11, 15, 23, -13.62, -4.41, 14.39
14762, 12, 15, 23, -13.88, 0.12, 14.66
14763, 13, 15, 23, -13.48, 4.6, 14.41
14764, 14, 15, 23, -12.54, 8.38, 13.61
14765, 15, 15, 23, -11.27, 11.12, 12.26
14766, 16, 15, 23, -9.87, 12.7, 10.46
14767, 17, 15, 23, -8.5, 13.2, 8.4
14768, 18, 15, 23, -7.29, 12.91, 6.18
14769, 19, 15, 23, -6.29, 12.11, 3.79
14770, 20, 15, 23, -5.49, 11.09, 1.37
14771, 21, 15, 23, -4.92, 10.12, -0.49
14772, 22, 15, 23, -4.58, 9.53, -0.96
14773, 23, 15, 23, -4.45, 9.33, -0.5
14774, 24, 15, 23, -4.43, 9.27, -0.27
14775, 0, 16, 23, -4.09, -9.28, -0.48
14776, 1, 16, 23, -4.09, -9.6, -0.84
14777, 2, 16, 23, -4.16, -9.85, -1.22
14778, 3, 16, 23, -4.47, -10.22, -1.03
14779, 4, 16, 23, -5.18, -10.84, 0.36
14780, 5, 16, 23, -6.29, -11.53, 2.48
14781, 6, 16, 23, -7.71, -12.06, 4.71
14782, 7, 16, 23, -9.38, -12.14, 6.76
14783, 8, 16, 23, -11.16, -11.49, 8.59
14784, 9, 16, 23, -12.9, -9.91, 10.23
14785, 10, 16, 23, -14.35, -7.34, 11.58
14786, 11, 16, 23, -15.31, -3.93, 12.47
14787, 12, 16, 23, -15.61, -0.06, 12.79
14788, 13, 16, 23, -15.23, 3.77, 12.54
14789, 14, 16, 23, -14.28, 7.06, 11.74
14790, 15, 16, 23, -12.95, 9.49, 10.47
14791, 16, 16, 23, -11.45, 10.97, 8.82
14792, 17, 16, 23, -9.96, 11.55, 6.91
14793, 18, 16, 23, -8.62, 11.44, 4.78
14794, 19, 16, 23, -7.48, 10.89, 2.48
14795, 20, 16, 23, -6.58, 10.15, 0.34
14796, 21, 16, 23, -5.98, 9.53, -0.9
14797, 22, 16, 23, -5.68, 9.27, -0.79
14798, 23, 16, 23, -5.57, 9.25, -0.36
14799, 24, 16, 23, -5.56, 9.26, -0.22
14800, 0, 17, 23, -5.22, -9.25, -0.38
14801, 1, 17, 23, -5.22, -9.56, -0.64
14802, 2, 17, 23, -5.25, -9.72, -1
14803, 3, 17, 23, -5.46, -9.86, -1.22
14804, 4, 17, 23, -6.02, -10.13, -0.6
14805, 5, 17, 23, -7.02, -10.5, 1.04
14806, 6, 17, 23, -8.37, -10.77, 3.06
14807, 7, 17, 23, -9.96, -10.67, 5.01
14808, 8, 17, 23, -11.66, -9.99, 6.71
14809, 9, 17, 23, -13.3, -8.56, 8.15
14810, 10, 17, 23, -14.69, -6.35, 9.31
14811, 11, 17, 23, -15.61, -3.5, 10.1
14812, 12, 17, 23, -15.94, -0.29, 10.41
14813, 13, 17, 23, -15.63, 2.9, 10.21
14814, 14, 17, 23, -14.78, 5.68, 9.5
14815, 15, 17, 23, -13.55, 7.81, 8.37
14816, 16, 17, 23, -12.13, 9.18, 6.87
14817, 17, 17, 23, -10.69, 9.83, 5.08
14818, 18, 17, 23, -9.37, 9.91, 3.05
14819, 19, 17, 23, -8.24, 9.63, 0.99
14820, 20, 17, 23, -7.41, 9.25, -0.57
14821, 21, 17, 23, -6.91, 9.04, -1.02
14822, 22, 17, 23, -6.69, 9.09, -0.54
14823, 23, 17, 23, -6.62, 9.2, -0.25
14824, 24, 17, 23, -6.61, 9.26, -0.17
14825, 0, 18, 23, -6.25, -9.23, -0.3
14826, 1, 18, 23, -6.25, -9.52, -0.45
14827, 2, 18, 23, -6.26, -9.63, -0.69
14828, 3, 18, 23, -6.37, -9.6, -1.06
14829, 4, 18, 23, -6.72, -9.56, -1.14
14830, 5, 18, 23, -7.47, -9.58, -0.29
14831, 6, 18, 23, -8.6, -9.58, 1.28
14832, 7, 18, 23, -9.99, -9.32, 3.04
14833, 8, 18, 23, -11.49, -8.62, 4.64
14834, 9, 18, 23, -12.94, -7.35, 5.95
14835, 10, 18, 23, -14.15, -5.49, 6.94
14836, 11, 18, 23, -14.98, -3.14, 7.6
14837, 12, 18, 23, -15.3, -0.52, 7.86
14838, 13, 18, 23, -15.08, 2.09, 7.68
14839, 14, 18, 23, -14.38, 4.41, 7.06
14840, 15, 18, 23, -13.34, 6.25, 6.03
14841, 16, 18, 23, -12.1, 7.51, 4.65
14842, 17, 18, 23, -10.83, 8.22, 2.98
14843, 18, 18, 23, -9.66, 8.49, 1.19
14844, 19, 18, 23, -8.7, 8.52, -0.35
14845, 20, 18, 23, -8.06, 8.54, -1.08
14846, 21, 18, 23, -7.73, 8.73, -0.79
14847, 22, 18, 23, -7.6, 8.99, -0.33
14848, 23, 18, 23, -7.55, 9.18, -0.18
14849, 24, 18, 23, -7.52, 9.26, -0.13
14850, 0, 19, 23, -7.15, -9.19, -0.27
14851, 1, 19, 23, -7.15, -9.48, -0.34
14852, 2, 19, 23, -7.17, -9.56, -0.44
14853, 3, 19, 23, -7.22, -9.44, -0.68
14854, 4, 19, 23, -7.39, -9.2, -1.03
14855, 5, 19, 23, -7.82, -8.91, -1.06
14856, 6, 19, 23, -8.61, -8.61, -0.28
14857, 7, 19, 23, -9.69, -8.19, 1.02
14858, 8, 19, 23, -10.91, -7.47, 2.41
14859, 9, 19, 23, -12.11, -6.34, 3.61
14860, 10, 19, 23, -13.13, -4.77, 4.51
14861, 11, 19, 23, -13.82, -2.85, 5.06
14862, 12, 19, 23, -14.11, -0.72, 5.26
14863, 13, 19, 23, -13.97, 1.41, 5.07
14864, 14, 19, 23, -13.44, 3.34, 4.5
14865, 15, 19, 23, -12.61, 4.93, 3.56
14866, 16, 19, 23, -11.61, 6.09, 2.31
14867, 17, 19, 23, -10.59, 6.86, 0.9
14868, 18, 19, 23, -9.69, 7.35, -0.39
14869, 19, 19, 23, -9.02, 7.72, -1.09
14870, 20, 19, 23, -8.63, 8.13, -0.94
14871, 21, 19, 23, -8.45, 8.57, -0.46
14872, 22, 19, 23, -8.36, 8.94, -0.22
14873, 23, 19, 23, -8.3, 9.15, -0.14
14874, 24, 19, 23, -8.25, 9.24, -0.11
14875, 0, 20, 23, -7.9, -9.16, -0.26
14876, 1, 20, 23, -7.91, -9.42, -0.29
14877, 2, 20, 23, -7.92, -9.49, -0.31
14878, 3, 20, 23, -7.96, -9.34, -0.39
14879, 4, 20, 23, -8.03, -9.01, -0.61
14880, 5, 20, 23, -8.22, -8.52, -0.95
14881, 6, 20, 23, -8.63, -7.97, -1.04
14882, 7, 20, 23, -9.31, -7.35, -0.53
14883, 8, 20, 23, -10.19, -6.56, 0.33
14884, 9, 20, 23, -11.1, -5.52, 1.27
14885, 10, 20, 23, -11.9, -4.19, 2.04
14886, 11, 20, 23, -12.46, -2.61, 2.52
14887, 12, 20, 23, -12.72, -0.86, 2.67
14888, 13, 20, 23, -12.64, 0.89, 2.48
14889, 14, 20, 23, -12.26, 2.51, 1.97
14890, 15, 20, 23, -11.66, 3.9, 1.16
14891, 16, 20, 23, -10.94, 5.02, 0.2
14892, 17, 20, 23, -10.24, 5.89, -0.69
14893, 18, 20, 23, -9.68, 6.62, -1.16
14894, 19, 20, 23, -9.31, 7.3, -1
14895, 20, 20, 23, -9.12, 7.94, -0.57
14896, 21, 20, 23, -9, 8.49, -0.28
14897, 22, 20, 23, -8.92, 8.89, -0.18
14898, 23, 20, 23, -8.85, 9.12, -0.13
14899, 24, 20, 23, -8.79, 9.22, -0.11
14900, 0, 21, 23, -8.5, -9.11, -0.26
14901, 1, 21, 23, -8.51, -9.36, -0.26
14902, 2, 21, 23, -8.52, -9.42, -0.26
14903, 3, 21, 23, -8.55, -9.25, -0.26
14904, 4, 21, 23, -8.59, -8.9, -0.3
14905, 5, 21, 23, -8.67, -8.34, -0.47
14906, 6, 21, 23, -8.82, -7.64, -0.77
14907, 7, 21, 23, -9.13, -6.85, -0.99
14908, 8, 21, 23, -9.61, -5.96, -0.87
14909, 9, 21, 23, -10.19, -4.94, -0.5
14910, 10, 21, 23, -10.73, -3.75, -0.08
14911, 11, 21, 23, -11.15, -2.4, 0.23
14912, 12, 21, 23, -11.36, -0.93, 0.34
14913, 13, 21, 23, -11.35, 0.55, 0.19
14914, 14, 21, 23, -11.13, 1.96, -0.17
14915, 15, 21, 23, -10.77, 3.24, -0.65
14916, 16, 21, 23, -10.36, 4.36, -1.07
14917, 17, 21, 23, -9.99, 5.37, -1.2
14918, 18, 21, 23, -9.72, 6.29, -1
14919, 19, 21, 23, -9.55, 7.13, -0.63
14920, 20, 21, 23, -9.44, 7.86, -0.35
14921, 21, 21, 23, -9.35, 8.44, -0.23
14922, 22, 21, 23, -9.27, 8.85, -0.17
14923, 23, 21, 23, -9.19, 9.09, -0.13
14924, 24, 21, 23, -9.12, 9.18, -0.12
14925, 0, 22, 23, -8.94, -9.06, -0.27
14926, 1, 22, 23, -8.95, -9.3, -0.24
14927, 2, 22, 23, -8.96, -9.34, -0.22
14928, 3, 22, 23, -8.98, -9.18, -0.2
14929, 4, 22, 23, -9, -8.82, -0.2
14930, 5, 22, 23, -9.04, -8.26, -0.23
14931, 6, 22, 23, -9.1, -7.51, -0.32
14932, 7, 22, 23, -9.21, -6.63, -0.51
14933, 8, 22, 23, -9.39, -5.65, -0.75
14934, 9, 22, 23, -9.65, -4.6, -0.92
14935, 10, 22, 23, -9.94, -3.46, -1
14936, 11, 22, 23, -10.19, -2.22, -1.02
14937, 12, 22, 23, -10.34, -0.93, -1.04
14938, 13, 22, 23, -10.37, 0.39, -1.1
14939, 14, 22, 23, -10.3, 1.69, -1.18
14940, 15, 22, 23, -10.16, 2.93, -1.23
14941, 16, 22, 23, -10, 4.1, -1.15
14942, 17, 22, 23, -9.86, 5.19, -0.92
14943, 18, 22, 23, -9.75, 6.19, -0.62
14944, 19, 22, 23, -9.66, 7.08, -0.39
14945, 20, 22, 23, -9.58, 7.82, -0.27
14946, 21, 22, 23, -9.5, 8.4, -0.21
14947, 22, 22, 23, -9.43, 8.81, -0.17
14948, 23, 22, 23, -9.35, 9.06, -0.15
14949, 24, 22, 23, -9.28, 9.16, -0.14
14950, 0, 23, 23, -9.2, -9.02, -0.29
14951, 1, 23, 23, -9.21, -9.24, -0.24
14952, 2, 23, 23, -9.22, -9.28, -0.2
14953, 3, 23, 23, -9.24, -9.11, -0.16
14954, 4, 23, 23, -9.25, -8.76, -0.15
14955, 5, 23, 23, -9.27, -8.21, -0.15
14956, 6, 23, 23, -9.3, -7.46, -0.18
14957, 7, 23, 23, -9.33, -6.56, -0.23
14958, 8, 23, 23, -9.39, -5.54, -0.33
14959, 9, 23, 23, -9.48, -4.45, -0.45
14960, 10, 23, 23, -9.59, -3.3, -0.6
14961, 11, 23, 23, -9.7, -2.11, -0.74
14962, 12, 23, 23, -9.79, -0.88, -0.88
14963, 13, 23, 23, -9.83, 0.37, -0.96
14964, 14, 23, 23, -9.82, 1.63, -0.97
14965, 15, 23, 23, -9.79, 2.86, -0.91
14966, 16, 23, 23, -9.74, 4.05, -0.75
14967, 17, 23, 23, -9.68, 5.17, -0.56
14968, 18, 23, 23, -9.63, 6.18, -0.39
14969, 19, 23, 23, -9.57, 7.06, -0.28
14970, 20, 23, 23, -9.51, 7.8, -0.24
14971, 21, 23, 23, -9.45, 8.38, -0.2
14972, 22, 23, 23, -9.38, 8.8, -0.18
14973, 23, 23, 23, -9.32, 9.04, -0.18
14974, 24, 23, 23, -9.25, 9.15, -0.18
14975, 0, 24, 23, -9.31, -8.98, -0.3
14976, 1, 24, 23, -9.32, -9.19, -0.24
14977, 2, 24, 23, -9.33, -9.22, -0.19
14978, 3, 24, 23, -9.34, -9.05, -0.15
14979, 4, 24, 23, -9.36, -8.71, -0.13
14980, 5, 24, 23, -9.37, -8.17, -0.12
14981, 6, 24, 23, -9.39, -7.44, -0.13
14982, 7, 24, 23, -9.4, -6.54, -0.15
14983, 8, 24, 23, -9.42, -5.52, -0.19
14984, 9, 24, 23, -9.43, -4.41, -0.23
14985, 10, 24, 23, -9.43, -3.26, -0.28
14986, 11, 24, 23, -9.44, -2.07, -0.34
14987, 12, 24, 23, -9.45, -0.85, -0.4
14988, 13, 24, 23, -9.45, 0.37, -0.47
14989, 14, 24, 23, -9.45, 1.62, -0.51
14990, 15, 24, 23, -9.43, 2.85, -0.47
14991, 16, 24, 23, -9.4, 4.04, -0.4
14992, 17, 24, 23, -9.36, 5.16, -0.31
14993, 18, 24, 23, -9.32, 6.18, -0.25
14994, 19, 24, 23, -9.28, 7.05, -0.22
14995, 20, 24, 23, -9.24, 7.79, -0.21
14996, 21, 24, 23, -9.19, 8.37, -0.2
14997, 22, 24, 23, -9.15, 8.79, -0.21
14998, 23, 24, 23, -9.1, 9.04, -0.22
14999, 24, 24, 23, -9.04, 9.15, -0.22
15000, 0, 0, 24, 8.68, -8.8, -0.26
15001, 1, 0, 24, 8.72, -8.7, -0.26
15002, 2, 0, 24, 8.76, -8.46, -0.25
15003, 3, 0, 24, 8.8, -8.05, -0.24
15004, 4, 0, 24, 8.83, -7.49, -0.24
15005, 5, 0, 24, 8.86, -6.79, -0.24
15006, 6, 0, 24, 8.9, -5.93, -0.27
15007, 7, 0, 24, 8.94, -4.94, -0.33
15008, 8, 0, 24, 8.97, -3.83, -0.41
15009, 9, 0, 24, 8.99, -2.65, -0.47
15010, 10, 0, 24, 9, -1.44, -0.49
15011, 11, 0, 24, 9, -0.23, -0.43
15012, 12, 0, 24, 8.98, 0.96, -0.35
15013, 13, 0, 24, 8.97, 2.13, -0.28
15014, 14, 0, 24, 8.96, 3.27, -0.23
15015, 15, 0, 24, 8.96, 4.38, -0.18
15016, 16, 0, 24, 8.95, 5.42, -0.15
15017, 17, 0, 24, 8.95, 6.37, -0.13
15018, 18, 0, 24, 8.94, 7.19, -0.13
15019, 19, 0, 24, 8.93, 7.85, -0.13
15020, 20, 0, 24, 8.93, 8.33, -0.16
15021, 21, 0, 24, 8.92, 8.63, -0.2
15022, 22, 0, 24, 8.92, 8.78, -0.24
15023, 23, 0, 24, 8.92, 8.76, -0.29
15024, 24, 0, 24, 8.91, 8.59, -0.33
15025, 0, 1, 24, 8.84, -8.79, -0.23
15026, 1, 1, 24, 8.9, -8.69, -0.23
15027, 2, 1, 24, 8.96, -8.45, -0.24
15028, 3, 1, 24, 9.01, -8.05, -0.26
15029, 4, 1, 24, 9.07, -7.49, -0.29
15030, 5, 1, 24, 9.13, -6.79, -0.33
15031, 6, 1, 24, 9.18, -5.93, -0.44
15032, 7, 1, 24, 9.24, -4.94, -0.62
15033, 8, 1, 24, 9.29, -3.84, -0.81
15034, 9, 1, 24, 9.33, -2.67, -0.94
15035, 10, 1, 24, 9.36, -1.47, -0.97
15036, 11, 1, 24, 9.36, -0.25, -0.92
15037, 12, 1, 24, 9.32, 0.96, -0.81
15038, 13, 1, 24, 9.23, 2.15, -0.66
15039, 14, 1, 24, 9.12, 3.31, -0.51
15040, 15, 1, 24, 9.01, 4.41, -0.38
15041, 16, 1, 24, 8.94, 5.45, -0.28
15042, 17, 1, 24, 8.89, 6.41, -0.21
15043, 18, 1, 24, 8.86, 7.24, -0.17
15044, 19, 1, 24, 8.84, 7.91, -0.16
15045, 20, 1, 24, 8.83, 8.39, -0.18
15046, 21, 1, 24, 8.82, 8.7, -0.21
15047, 22, 1, 24, 8.81, 8.84, -0.24
15048, 23, 1, 24, 8.81, 8.81, -0.29
15049, 24, 1, 24, 8.81, 8.63, -0.32
15050, 0, 2, 24, 8.85, -8.79, -0.2
15051, 1, 2, 24, 8.92, -8.69, -0.21
15052, 2, 2, 24, 8.99, -8.45, -0.23
15053, 3, 2, 24, 9.07, -8.06, -0.27
15054, 4, 2, 24, 9.15, -7.5, -0.33
15055, 5, 2, 24, 9.23, -6.79, -0.45
15056, 6, 2, 24, 9.33, -5.93, -0.7
15057, 7, 2, 24, 9.44, -4.95, -1
15058, 8, 2, 24, 9.58, -3.89, -1.2
15059, 9, 2, 24, 9.74, -2.76, -1.23
15060, 10, 2, 24, 9.88, -1.57, -1.13
15061, 11, 2, 24, 9.94, -0.31, -1
15062, 12, 2, 24, 9.9, 0.97, -0.91
15063, 13, 2, 24, 9.74, 2.23, -0.86
15064, 14, 2, 24, 9.49, 3.43, -0.84
15065, 15, 2, 24, 9.21, 4.54, -0.78
15066, 16, 2, 24, 8.95, 5.56, -0.65
15067, 17, 2, 24, 8.78, 6.49, -0.46
15068, 18, 2, 24, 8.68, 7.3, -0.31
15069, 19, 2, 24, 8.63, 7.98, -0.24
15070, 20, 2, 24, 8.59, 8.47, -0.23
15071, 21, 2, 24, 8.57, 8.77, -0.25
15072, 22, 2, 24, 8.56, 8.91, -0.26
15073, 23, 2, 24, 8.56, 8.87, -0.28
15074, 24, 2, 24, 8.55, 8.66, -0.3
15075, 0, 3, 24, 8.7, -8.79, -0.17
15076, 1, 3, 24, 8.78, -8.7, -0.18
15077, 2, 3, 24, 8.86, -8.47, -0.22
15078, 3, 3, 24, 8.95, -8.08, -0.28
15079, 4, 3, 24, 9.05, -7.54, -0.41
15080, 5, 3, 24, 9.17, -6.83, -0.69
15081, 6, 3, 24, 9.35, -6.02, -1.05
15082, 7, 3, 24, 9.64, -5.14, -1.19
15083, 8, 3, 24, 10.02, -4.19, -0.97
15084, 9, 3, 24, 10.43, -3.11, -0.48
15085, 10, 3, 24, 10.79, -1.87, 0.05
15086, 11, 3, 24, 11, -0.51, 0.44
15087, 12, 3, 24, 11.01, 0.94, 0.6
15088, 13, 3, 24, 10.78, 2.36, 0.5
15089, 14, 3, 24, 10.35, 3.68, 0.19
15090, 15, 3, 24, 9.79, 4.84, -0.25
15091, 16, 3, 24, 9.21, 5.84, -0.66
15092, 17, 3, 24, 8.73, 6.7, -0.85
15093, 18, 3, 24, 8.42, 7.44, -0.72
15094, 19, 3, 24, 8.27, 8.08, -0.47
15095, 20, 3, 24, 8.21, 8.56, -0.33
15096, 21, 3, 24, 8.17, 8.86, -0.3
15097, 22, 3, 24, 8.15, 8.98, -0.3
15098, 23, 3, 24, 8.14, 8.92, -0.3
15099, 24, 3, 24, 8.14, 8.7, -0.29
15100, 0, 4, 24, 8.4, -8.81, -0.15
15101, 1, 4, 24, 8.47, -8.72, -0.17
15102, 2, 4, 24, 8.56, -8.5, -0.22
15103, 3, 4, 24, 8.65, -8.13, -0.32
15104, 4, 4, 24, 8.78, -7.61, -0.61
15105, 5, 4, 24, 9, -7, -1
15106, 6, 4, 24, 9.39, -6.37, -1.07
15107, 7, 4, 24, 9.96, -5.7, -0.48
15108, 8, 4, 24, 10.66, -4.88, 0.49
15109, 9, 4, 24, 11.37, -3.81, 1.51
15110, 10, 4, 24, 11.97, -2.46, 2.34
15111, 11, 4, 24, 12.34, -0.87, 2.87
15112, 12, 4, 24, 12.4, 0.84, 3.06
15113, 13, 4, 24, 12.13, 2.54, 2.9
15114, 14, 4, 24, 11.56, 4.09, 2.41
15115, 15, 4, 24, 10.75, 5.38, 1.63
15116, 16, 4, 24, 9.84, 6.4, 0.66
15117, 17, 4, 24, 8.96, 7.17, -0.27
15118, 18, 4, 24, 8.27, 7.77, -0.89
15119, 19, 4, 24, 7.85, 8.27, -0.91
15120, 20, 4, 24, 7.67, 8.69, -0.63
15121, 21, 4, 24, 7.61, 8.95, -0.43
15122, 22, 4, 24, 7.58, 9.06, -0.36
15123, 23, 4, 24, 7.57, 8.98, -0.32
15124, 24, 4, 24, 7.57, 8.74, -0.28
15125, 0, 5, 24, 7.92, -8.82, -0.14
15126, 1, 5, 24, 7.98, -8.74, -0.17
15127, 2, 5, 24, 8.06, -8.54, -0.24
15128, 3, 5, 24, 8.16, -8.2, -0.47
15129, 4, 5, 24, 8.37, -7.8, -0.91
15130, 5, 5, 24, 8.77, -7.44, -0.95
15131, 6, 5, 24, 9.44, -7.13, -0.11
15132, 7, 5, 24, 10.33, -6.71, 1.28
15133, 8, 5, 24, 11.34, -5.99, 2.75
15134, 9, 5, 24, 12.31, -4.86, 4.02
15135, 10, 5, 24, 13.12, -3.31, 4.98
