length,steps,threads,seconds,nanoseconds
100000,40,4,0,6197614
100000,40,8,0,15300874
100000,40,16,0,21281725
100000,40,32,0,11208811
100000,50,2,0,5490268
100000,50,4,0,7694067
100000,50,8,0,20600147
100000,50,16,0,26539271
100000,50,32,0,14806387
100000,60,2,0,6933947
100000,60,4,0,8610030
100000,60,8,0,21567832
100000,60,16,0,32238095
100000,60,32,0,18239478
100000,70,2,0,8194689
100000,70,4,0,10493446
100000,70,8,0,22649122
100000,70,16,0,34130877
100000,70,32,0,21451063
100000,80,2,0,9359189
100000,80,4,0,11681510
100000,80,8,0,28535709
100000,80,16,0,44789256
100000,80,32,0,25115641
100000,90,2,0,9879720
100000,90,4,0,13961235
100000,90,8,0,37111078
100000,90,16,0,49980110
100000,90,32,0,26561422
100000,100,2,0,11281938
100000,100,4,0,15386038
100000,100,8,0,40910742
100000,100,16,0,54790418
100000,100,32,0,30414815
